sampleid	tissueid	master_ccl_id	sample_availability	ccle_primary_hist
697	haematopoietic_and_lymphoid_tissue	1	ccle;public	lymphoid_neoplasm
5637	urinary_tract	3	ccle;public	carcinoma
2313287	stomach	4	ccle;public	carcinoma
1321N1	central_nervous_system	5	ccle	glioma
143B	bone	6	ccle	osteosarcoma
22RV1	prostate	7	ccle;public	carcinoma
253J	urinary_tract	8	ccle;public	carcinoma
253JBV	urinary_tract	9	ccle;public	carcinoma
42MGBA	central_nervous_system	10	ccle;public	glioma
59M	ovary	13	ccle	carcinoma
639V	urinary_tract	14	ccle;public	carcinoma
647V	urinary_tract	15	ccle;public	carcinoma
769P	kidney	16	ccle;public	carcinoma
786O	kidney	19	ccle;public	carcinoma
8305C	thyroid	20	ccle;public	carcinoma
8505C	thyroid	21	ccle;public	carcinoma
8MGBA	central_nervous_system	22	ccle;public	glioma
A101D	skin	23	ccle;public	malignant_melanoma
A1207	central_nervous_system	24	ccle	glioma
A172	central_nervous_system	25	ccle;public	glioma
A204	soft_tissue	26	ccle;public	rhabdoid_tumor
A2058	skin	27	ccle;public	malignant_melanoma
A253	salivary_gland	28	ccle;public	carcinoma
A2780	ovary	29	ccle;public	carcinoma
A375	skin	30	ccle;public	malignant_melanoma
A3KAW	haematopoietic_and_lymphoid_tissue	31	ccle;public	lymphoid_neoplasm
A498	kidney	33	ccle;public	carcinoma
A4FUK	haematopoietic_and_lymphoid_tissue	34	ccle;public	lymphoid_neoplasm
A549	lung	35	ccle;public	carcinoma
A673	bone	37	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
A704	kidney	39	ccle	carcinoma
ABC1	lung	40	ccle	carcinoma
ACCMESO1	pleura	41	ccle;public	mesothelioma
ACCS	urinary_tract	42	ccle	carcinoma
ACHN	kidney	43	ccle;public	carcinoma
AGS	stomach	44	ccle;public	carcinoma
ALLSIL	haematopoietic_and_lymphoid_tissue	46	ccle;public	lymphoid_neoplasm
AM38	central_nervous_system	47	ccle;public	glioma
AML193	haematopoietic_and_lymphoid_tissue	48	ccle;public	haematopoietic_neoplasm
AMO1	haematopoietic_and_lymphoid_tissue	49	ccle;public	lymphoid_neoplasm
AN3CA	endometrium	50	ccle;public	carcinoma
ASPC1	pancreas	52	ccle;public	carcinoma
AU565	breast	53	ccle;public	carcinoma
AZ521	stomach	54	ccle	carcinoma
BC3C	urinary_tract	55	ccle;public	carcinoma
BCP1	haematopoietic_and_lymphoid_tissue	56	ccle;public	lymphoid_neoplasm
BCPAP	thyroid	57	ccle;public	carcinoma
BDCM	haematopoietic_and_lymphoid_tissue	58	ccle;public	lymphoid_neoplasm
BECKER	central_nervous_system	59	ccle;public	glioma
BEN	lung	60	ccle;public	carcinoma
BFTC905	urinary_tract	61	ccle;public	carcinoma
BFTC909	kidney	62	ccle;public	carcinoma
BHT101	thyroid	64	ccle;public	carcinoma
BHY	upper_aerodigestive_tract	65	ccle;public	carcinoma
BICR16	upper_aerodigestive_tract	66	ccle;public	carcinoma
BICR18	upper_aerodigestive_tract	67	ccle;public	carcinoma
BICR22	upper_aerodigestive_tract	68	ccle;public	carcinoma
BICR31	upper_aerodigestive_tract	69	ccle;public	carcinoma
BICR56	upper_aerodigestive_tract	70	ccle;public	carcinoma
BICR6	upper_aerodigestive_tract	71	ccle;public	carcinoma
BJHTERT	skin	73	ccle	
BL41	haematopoietic_and_lymphoid_tissue	74	ccle;public	lymphoid_neoplasm
BL70	haematopoietic_and_lymphoid_tissue	75	ccle;public	lymphoid_neoplasm
BT112		77	collaborator	
BT131		78	collaborator	
BT139		79	collaborator	
BT145		80	collaborator	
BT147		81	collaborator	
BT159		82	collaborator	
BT164		83	collaborator	
BT172		84	collaborator	
BT179		85	collaborator	
BT187		88	collaborator	
BT20	breast	90	ccle;public	carcinoma
BT216		91	collaborator	
BT224		92	collaborator	
BT228		93	collaborator	
BT231		94	collaborator	
BT239		95	collaborator	
BT248		96	collaborator	
BT474	breast	97	ccle;public	carcinoma
BT483	breast	98	ccle	carcinoma
BT549	breast	99	ccle;public	carcinoma
BV173	haematopoietic_and_lymphoid_tissue	100	ccle;public	haematopoietic_neoplasm
BXPC3	pancreas	101	ccle;public	carcinoma
C2BBE1	large_intestine	102	ccle;public	carcinoma
C32	skin	103	ccle;public	malignant_melanoma
C3A	liver	104	ccle	carcinoma
CA46	haematopoietic_and_lymphoid_tissue	106	ccle;public	lymphoid_neoplasm
CADOES1	bone	108	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
CAKI1	kidney	109	ccle;public	carcinoma
CAKI2	kidney	110	ccle;public	carcinoma
CAL120	breast	111	ccle;public	carcinoma
CAL12T	lung	112	ccle;public	carcinoma
CAL148	breast	113	ccle;public	carcinoma
CAL27	upper_aerodigestive_tract	114	ccle;public	carcinoma
CAL29	urinary_tract	115	ccle;public	carcinoma
CAL33	upper_aerodigestive_tract	116	ccle;public	carcinoma
CAL51	breast	117	ccle;public	carcinoma
CAL54	kidney	118	ccle;public	carcinoma
CAL62	thyroid	119	ccle;public	carcinoma
CAL78	bone	120	ccle;public	chondrosarcoma
CAL851	breast	121	ccle;public	carcinoma
CALU1	lung	122	ccle;public	carcinoma
CALU3	lung	123	ccle;public	carcinoma
CALU6	lung	124	ccle;public	carcinoma
CAMA1	breast	125	ccle;public	carcinoma
CAOV3	ovary	126	ccle;public	carcinoma
CAOV4	ovary	127	ccle	carcinoma
CAPAN1	pancreas	128	ccle;public	carcinoma
CAPAN2	pancreas	129	ccle;public	carcinoma
CAS1	central_nervous_system	130	ccle;public	glioma
CCFSTTG1	central_nervous_system	131	ccle;public	glioma
CCK81	large_intestine	132	ccle;public	carcinoma
CFPAC1	pancreas	138	ccle;public	carcinoma
CGTHW1	thyroid	139	ccle;public	carcinoma
CH157MN	central_nervous_system	140	ccle	meningioma
CHAGOK1	lung	141	ccle;public	carcinoma
CHL1	skin	142	ccle	malignant_melanoma
CHP126	autonomic_ganglia	143	ccle;public	neuroblastoma
CHP212	autonomic_ganglia	144	ccle;public	neuroblastoma
CI1	haematopoietic_and_lymphoid_tissue	145	ccle;public	lymphoid_neoplasm
CJM	skin	146	ccle;public	malignant_melanoma
CL11	large_intestine	147	ccle;public	carcinoma
CL14	large_intestine	148	ccle	carcinoma
CL34	large_intestine	149	ccle;public	carcinoma
CL40	large_intestine	150	ccle	carcinoma
CMK	haematopoietic_and_lymphoid_tissue	151	ccle;public	haematopoietic_neoplasm
CMK115	haematopoietic_and_lymphoid_tissue	152	ccle	haematopoietic_neoplasm
CMK86	haematopoietic_and_lymphoid_tissue	153	ccle	haematopoietic_neoplasm
CMLT1	haematopoietic_and_lymphoid_tissue	154	ccle;public	haematopoietic_neoplasm
COLO201	large_intestine	155	ccle;public	carcinoma
COLO205	large_intestine	156	ccle;public	carcinoma
COLO320	large_intestine	157	ccle;public	carcinoma
COLO668	lung	158	ccle;public	carcinoma
COLO677	haematopoietic_and_lymphoid_tissue	159	ccle	lymphoid_neoplasm
COLO678	large_intestine	160	ccle;public	carcinoma
COLO679	skin	161	ccle;public	malignant_melanoma
COLO680N	oesophagus	162	ccle;public	carcinoma
COLO684	endometrium	163	ccle;public	carcinoma
COLO699		164	public	
COLO704	ovary	165	ccle	carcinoma
COLO741	skin	166	ccle;public	malignant_melanoma
COLO775	haematopoietic_and_lymphoid_tissue	167	ccle	haematopoietic_neoplasm
COLO783	skin	168	ccle;public	malignant_melanoma
COLO792	skin	169	ccle;public	malignant_melanoma
COLO800	skin	170	ccle;public	malignant_melanoma
COLO818	skin	171	ccle	malignant_melanoma
COLO829	skin	172	ccle;public	malignant_melanoma
COLO849	skin	173	ccle	malignant_melanoma
CORL105	lung	174	ccle;public	carcinoma
CORL23	lung	175	ccle	carcinoma
CORL24	lung	176	ccle	carcinoma
CORL279	lung	178	ccle;public	carcinoma
CORL311	lung	179	ccle	carcinoma
CORL47	lung	180	ccle;public	carcinoma
CORL51	lung	181	ccle;public	carcinoma
CORL88	lung	182	ccle;public	carcinoma
CORL95	lung	183	ccle;public	carcinoma
COV318	ovary	184	ccle;public	carcinoma
COV362	ovary	185	ccle;public	carcinoma
COV434	ovary	186	ccle;public	sex_cord_stromal_tumor
COV504	ovary	187	ccle	carcinoma
COV644	ovary	188	ccle;public	carcinoma
CPCN	lung	189	ccle	carcinoma
CW2	large_intestine	190	ccle;public	carcinoma
D283MED	central_nervous_system	193	ccle;public	primitive_neuroectodermal_tumor_medulloblastoma
D341MED	central_nervous_system	195	ccle	primitive_neuroectodermal_tumor_medulloblastoma
DANG	pancreas	201	ccle;public	carcinoma
DAOY	central_nervous_system	202	ccle;public	primitive_neuroectodermal_tumor_medulloblastoma
DAUDI	haematopoietic_and_lymphoid_tissue	203	ccle;public	lymphoid_neoplasm
DB	haematopoietic_and_lymphoid_tissue	204	ccle;public	lymphoid_neoplasm
DBTRG05MG	central_nervous_system	205	ccle;public	glioma
DEL	haematopoietic_and_lymphoid_tissue	206	ccle;public	lymphoid_neoplasm
DETROIT562	upper_aerodigestive_tract	208	ccle;public	carcinoma
DFCI024	lung	209	ccle	carcinoma
DKMG	central_nervous_system	211	ccle;public	glioma
DLD1	large_intestine	212	ccle;public	carcinoma
DM3	pleura	214	ccle;public	mesothelioma
DMS114	lung	215	ccle;public	carcinoma
DMS153	lung	216	ccle	carcinoma
DMS273	lung	217	ccle;public	carcinoma
DMS454	lung	218	ccle;public	carcinoma
DMS53	lung	219	ccle;public	carcinoma
DMS79	lung	220	ccle;public	carcinoma
DND41	haematopoietic_and_lymphoid_tissue	221	ccle;public	lymphoid_neoplasm
DOHH2	haematopoietic_and_lymphoid_tissue	222	ccle;public	lymphoid_neoplasm
DOV13		223	public	
DU145	prostate	225	ccle;public	carcinoma
DU4475	breast	226	ccle;public	carcinoma
DV90	lung	227	ccle;public	carcinoma
EB1	haematopoietic_and_lymphoid_tissue	228	ccle;public	lymphoid_neoplasm
EB2	haematopoietic_and_lymphoid_tissue	229	ccle	lymphoid_neoplasm
EBC1	lung	230	ccle;public	carcinoma
ECC10	stomach	231	ccle;public	carcinoma
ECC12	stomach	232	ccle;public	carcinoma
ECGI10	oesophagus	233	ccle;public	carcinoma
EFE184	endometrium	234	ccle;public	carcinoma
EFM19	breast	235	ccle	carcinoma
EFM192A	breast	236	ccle;public	carcinoma
EFO21	ovary	237	ccle;public	carcinoma
EFO27	ovary	238	ccle;public	carcinoma
EHEB	haematopoietic_and_lymphoid_tissue	239	ccle;public	lymphoid_neoplasm
EJM	haematopoietic_and_lymphoid_tissue	240	ccle;public	lymphoid_neoplasm
EKVX		241	public	
EM2	haematopoietic_and_lymphoid_tissue	242	ccle;public	haematopoietic_neoplasm
EN	endometrium	243	ccle;public	carcinoma
EOL1	haematopoietic_and_lymphoid_tissue	244	ccle;public	haematopoietic_neoplasm
EPLC272H	lung	246	ccle;public	carcinoma
ES2	ovary	247	ccle;public	carcinoma
ESS1	endometrium	248	ccle;public	carcinoma
EVSAT	breast	249	ccle	carcinoma
EW8	bone	250	ccle	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
EWS502	bone	251	ccle	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
F36P	haematopoietic_and_lymphoid_tissue	253	ccle;public	haematopoietic_neoplasm
F5	central_nervous_system	254	ccle	meningioma
FADU	upper_aerodigestive_tract	255	ccle;public	carcinoma
FTC133	thyroid	257	ccle;public	carcinoma
FTC238	thyroid	258	ccle;public	carcinoma
FU97	stomach	259	ccle;public	carcinoma
FUOV1	ovary	261	ccle;public	carcinoma
G292CLONEA141B1	bone	262	ccle;public	osteosarcoma
G361	skin	263	ccle;public	malignant_melanoma
G401	soft_tissue	264	ccle;public	rhabdoid_tumor
G402	soft_tissue	265	ccle;public	rhabdoid_tumor
GA10	haematopoietic_and_lymphoid_tissue	266	ccle;public	lymphoid_neoplasm
GAMG	central_nervous_system	268	ccle;public	glioma
GB1	central_nervous_system	269	ccle;public	glioma
GCIY	stomach	270	ccle	carcinoma
GCT	soft_tissue	271	ccle;public	malignant_fibrous_histiocytoma_pleomorphic_sarcoma
GDM1	haematopoietic_and_lymphoid_tissue	272	ccle;public	haematopoietic_neoplasm
GI1	central_nervous_system	274	ccle;public	glioma
GMS10	central_nervous_system	280	ccle;public	glioma
GOS3	central_nervous_system	281	ccle;public	glioma
GP2D	large_intestine	282	ccle;public	carcinoma
GRANTA519	haematopoietic_and_lymphoid_tissue	283	ccle;public	lymphoid_neoplasm
GRM	skin	284	ccle	malignant_melanoma
GSS	stomach	285	ccle;public	carcinoma
GSU	stomach	286	ccle;public	carcinoma
H292	lung	290	ccle;public	carcinoma
H4	central_nervous_system	291	ccle	glioma
HARA	lung	293	ccle;public	carcinoma
HCC1143	breast	295	ccle;public	carcinoma
HCC1171	lung	296	ccle;public	carcinoma
HCC1187	breast	297	ccle	carcinoma
HCC1195	lung	298	ccle;public	carcinoma
HCC1359	lung	299	ccle	carcinoma
HCC1395	breast	300	ccle;public	carcinoma
HCC1419	breast	301	ccle;public	carcinoma
HCC1428	breast	302	ccle;public	carcinoma
HCC1438	lung	303	ccle;public	carcinoma
HCC15	lung	304	ccle;public	carcinoma
HCC1500	breast	305	ccle;public	carcinoma
HCC1569	breast	306	ccle;public	carcinoma
HCC1588	lung	307	ccle;public	carcinoma
HCC1599	breast	308	ccle	carcinoma
HCC1806	breast	309	ccle;public	carcinoma
HCC1833	lung	310	ccle;public	carcinoma
HCC1897	lung	311	ccle	carcinoma
HCC1937	breast	313	ccle;public	carcinoma
HCC1954	breast	314	ccle;public	carcinoma
HCC202	breast	315	ccle;public	carcinoma
HCC2108	lung	316	ccle;public	carcinoma
HCC2157	breast	317	ccle	carcinoma
HCC2218	breast	318	ccle;public	carcinoma
HCC2279	lung	319	ccle;public	carcinoma
HCC2814	lung	323	ccle	carcinoma
HCC2935	lung	324	ccle;public	carcinoma
HCC33	lung	326	ccle;public	carcinoma
HCC364	lung	327	ccle	carcinoma
HCC366	lung	328	ccle;public	carcinoma
HCC38	breast	330	ccle;public	carcinoma
HCC4006	lung	331	ccle;public	carcinoma
HCC44	lung	332	ccle;public	carcinoma
HCC56	large_intestine	337	ccle;public	carcinoma
HCC70	breast	338	ccle	carcinoma
HCC78	lung	339	ccle;public	carcinoma
HCC827	lung	340	ccle;public	carcinoma
HCC827GR5	lung	341	ccle	carcinoma
HCC95	lung	342	ccle;public	carcinoma
HCT116	large_intestine	343	ccle;public	carcinoma
HCT15	large_intestine	345	ccle;public	carcinoma
HCT8	large_intestine	346	ccle;public	carcinoma
HDLM2	haematopoietic_and_lymphoid_tissue	347	ccle;public	lymphoid_neoplasm
HDMYZ	haematopoietic_and_lymphoid_tissue	348	ccle;public	lymphoid_neoplasm
HDQP1	breast	349	ccle;public	carcinoma
HEC108	endometrium	350	ccle;public	carcinoma
HEC151	endometrium	351	ccle;public	carcinoma
HEC1A	endometrium	352	ccle;public	carcinoma
HEC1B	endometrium	353	ccle;public	carcinoma
HEC251	endometrium	354	ccle;public	carcinoma
HEC265	endometrium	355	ccle;public	carcinoma
HEC50B	endometrium	356	ccle;public	carcinoma
HEC59	endometrium	357	ccle;public	carcinoma
HEC6	endometrium	358	ccle;public	carcinoma
HEKTE	kidney	361	ccle	
HEL	haematopoietic_and_lymphoid_tissue	362	ccle;public	haematopoietic_neoplasm
HEL9217	haematopoietic_and_lymphoid_tissue	363	ccle;public	haematopoietic_neoplasm
HELA		364	public	
HEP3B217	liver	365	ccle;public	carcinoma
HEPG2	liver	366	ccle;public	carcinoma
HEYA8	ovary	367	ccle;public	carcinoma
HGC27	stomach	368	ccle;public	carcinoma
HH	haematopoietic_and_lymphoid_tissue	369	ccle;public	lymphoid_neoplasm
HK2	kidney	370	ccle	
HL60	haematopoietic_and_lymphoid_tissue	371	ccle;public	haematopoietic_neoplasm
HLC1	lung	372	ccle	carcinoma
HLE	liver	373	ccle	carcinoma
HLF	liver	374	ccle;public	carcinoma
HLFA	lung	375	ccle	carcinoma
HMC18	breast	376	ccle;public	carcinoma
HMCB	skin	377	ccle;public	malignant_melanoma
HMEL	breast	378	ccle	
HN	upper_aerodigestive_tract	379	ccle	carcinoma
HOP62		381	public	
HOP92		382	public	
HOS	bone	383	ccle;public	osteosarcoma
HPAC	pancreas	384	ccle;public	carcinoma
HPAFII	pancreas	385	ccle;public	carcinoma
HPBALL	haematopoietic_and_lymphoid_tissue	386	ccle;public	lymphoid_neoplasm
HRT18	large_intestine	387	ccle	carcinoma
HS172T	urinary_tract	388	ccle	carcinoma
HS229T	lung	390	ccle	carcinoma
HS255T	large_intestine	391	ccle	carcinoma
HS274T	breast	393	ccle	carcinoma
HS281T	breast	394	ccle	carcinoma
HS294T	skin	395	ccle;public	malignant_melanoma
HS343T	breast	396	ccle	carcinoma
HS571T	ovary	397	ccle	carcinoma
HS578BST		399	public	
HS578T	breast	400	ccle;public	carcinoma
HS600T	skin	402	ccle	malignant_melanoma
HS604T	haematopoietic_and_lymphoid_tissue	403	ccle	lymphoid_neoplasm
HS606T	breast	404	ccle	carcinoma
HS611T	haematopoietic_and_lymphoid_tissue	405	ccle;public	lymphoid_neoplasm
HS616T	haematopoietic_and_lymphoid_tissue	406	ccle	lymphoid_neoplasm
HS618T	lung	407	ccle	carcinoma
HS675T	large_intestine	408	ccle	carcinoma
HS683	central_nervous_system	409	ccle;public	glioma
HS688AT	skin	410	ccle;public	malignant_melanoma
HS695T	skin	411	ccle	malignant_melanoma
HS698T	large_intestine	412	ccle	carcinoma
HS706T	bone	413	ccle	giant_cell_tumor
HS729	soft_tissue	414	ccle;public	rhabdomyosarcoma
HS737T	bone	415	ccle	
HS739T	breast	416	ccle	carcinoma
HS742T	breast	417	ccle	carcinoma
HS746T	stomach	418	ccle;public	carcinoma
HS751T	haematopoietic_and_lymphoid_tissue	420	ccle	lymphoid_neoplasm
HS766T	pancreas	421	ccle;public	carcinoma
HS819T	bone	422	ccle;public	chondrosarcoma
HS821T	bone	423	ccle	giant_cell_tumor
HS822T	bone	424	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
HS834T	skin	425	ccle	malignant_melanoma
HS839T	skin	426	ccle;public	malignant_melanoma
HS840T	upper_aerodigestive_tract	427	ccle	
HS852T	skin	428	ccle;public	malignant_melanoma
HS863T	bone	429	ccle	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
HS870T	bone	430	ccle	osteosarcoma
HS888LU		431	public	
HS888T	bone	432	ccle;public	osteosarcoma
HS895T	skin	434	ccle;public	malignant_melanoma
HS934T	skin	436	ccle;public	malignant_melanoma
HS936T	skin	437	ccle;public	malignant_melanoma
HS939T	skin	438	ccle	malignant_melanoma
HS940T	skin	439	ccle;public	malignant_melanoma
HS944T	skin	440	ccle;public	malignant_melanoma
HSC2	upper_aerodigestive_tract	441	ccle;public	carcinoma
HSC3	upper_aerodigestive_tract	442	ccle;public	carcinoma
HSC4	upper_aerodigestive_tract	443	ccle;public	carcinoma
HSTS		444	collaborator	
HT	haematopoietic_and_lymphoid_tissue	445	ccle;public	lymphoid_neoplasm
HT1080	soft_tissue	446	ccle;public	fibrosarcoma
HT115	large_intestine	447	ccle;public	carcinoma
HT1197	urinary_tract	448	ccle;public	carcinoma
HT1376	urinary_tract	449	ccle;public	carcinoma
HT144	skin	450	ccle;public	malignant_melanoma
HT29	large_intestine	451	ccle;public	carcinoma
HT55	large_intestine	452	ccle;public	carcinoma
HTK	haematopoietic_and_lymphoid_tissue	454	ccle	lymphoid_neoplasm
HUCCT1	biliary_tract	455	ccle;public	carcinoma
HUG1N	stomach	456	ccle;public	carcinoma
HUH1	liver	457	ccle;public	carcinoma
HUH28	biliary_tract	458	ccle;public	carcinoma
HUH6	liver	459	ccle;public	
HUH7	liver	460	ccle	carcinoma
HUNS1	haematopoietic_and_lymphoid_tissue	461	ccle;public	lymphoid_neoplasm
