sampleid	tissueid	master_ccl_id	sample_availability	ccle_primary_hist
RPMI8226	haematopoietic_and_lymphoid_tissue	992	ccle;public	lymphoid_neoplasm
RPMI8402	haematopoietic_and_lymphoid_tissue	994	ccle;public	lymphoid_neoplasm
RS411	haematopoietic_and_lymphoid_tissue	995	ccle;public	lymphoid_neoplasm
RS5	pleura	996	ccle	mesothelioma
RT112	urinary_tract	997	ccle;public	carcinoma
RT11284	urinary_tract	998	ccle	carcinoma
RT4	urinary_tract	999	ccle;public	carcinoma
RVH421	skin	1000	ccle;public	malignant_melanoma
S117	soft_tissue	1002	ccle;public	sarcoma
SALE	lung	1003	ccle	
SAOS2	bone	1004	ccle;public	osteosarcoma
SBC5	lung	1005	ccle;public	carcinoma
SCABER	urinary_tract	1006	ccle;public	carcinoma
SCC15	upper_aerodigestive_tract	1007	ccle	carcinoma
SCC25	upper_aerodigestive_tract	1008	ccle;public	carcinoma
SCC4	upper_aerodigestive_tract	1009	ccle;public	carcinoma
SCC9	upper_aerodigestive_tract	1010	ccle;public	carcinoma
SCLC21H	lung	1011	ccle;public	carcinoma
SEM	haematopoietic_and_lymphoid_tissue	1013	ccle;public	lymphoid_neoplasm
SET2	haematopoietic_and_lymphoid_tissue	1014	ccle;public	haematopoietic_neoplasm
SF126	central_nervous_system	1015	ccle;public	glioma
SF172	central_nervous_system	1016	ccle	glioma
SF268		1017	public	
SF295	central_nervous_system	1018	ccle;public	glioma
SF539		1019	public	
SF767	central_nervous_system	1021	ccle	glioma
SH10TC	stomach	1024	ccle;public	carcinoma
SH4	skin	1025	ccle;public	malignant_melanoma
SHP77	lung	1026	ccle;public	carcinoma
SHSY5Y	autonomic_ganglia	1027	ccle	neuroblastoma
SIGM5	haematopoietic_and_lymphoid_tissue	1028	ccle;public	haematopoietic_neoplasm
SIMA	autonomic_ganglia	1030	ccle;public	neuroblastoma
SJRH30	soft_tissue	1031	ccle	rhabdomyosarcoma
SJSA1	bone	1032	ccle;public	osteosarcoma
SKBR3	breast	1033	ccle;public	carcinoma
SKCO1	large_intestine	1034	ccle;public	carcinoma
SKES1	bone	1035	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
SKHEP1	liver	1036	ccle;public	carcinoma
SKLMS1	soft_tissue	1037	ccle;public	sarcoma
SKLU1	lung	1038	ccle;public	carcinoma
SKM1	haematopoietic_and_lymphoid_tissue	1039	ccle;public	haematopoietic_neoplasm
SKMEL1	skin	1040	ccle;public	malignant_melanoma
SKMEL2	skin	1041	ccle;public	malignant_melanoma
SKMEL24	skin	1042	ccle;public	malignant_melanoma
SKMEL28	skin	1043	ccle;public	malignant_melanoma
SKMEL3	skin	1044	ccle;public	malignant_melanoma
SKMEL30	skin	1045	ccle;public	malignant_melanoma
SKMEL31	skin	1046	ccle;public	malignant_melanoma
SKMEL5	skin	1047	ccle;public	malignant_melanoma
SKMES1	lung	1048	ccle;public	carcinoma
SKMM2	haematopoietic_and_lymphoid_tissue	1050	ccle;public	lymphoid_neoplasm
SKNAS	autonomic_ganglia	1051	ccle;public	neuroblastoma
SKNBE2	autonomic_ganglia	1052	ccle;public	neuroblastoma
SKNDZ	autonomic_ganglia	1053	ccle;public	neuroblastoma
SKNFI	autonomic_ganglia	1055	ccle;public	neuroblastoma
SKNMC	bone	1056	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
SKNSH	autonomic_ganglia	1058	ccle;public	neuroblastoma
SKOV3	ovary	1059	ccle;public	carcinoma
SKRC20	kidney	1060	ccle	carcinoma
SKRC31	kidney	1061	ccle	carcinoma
SKUT1	soft_tissue	1063	ccle;public	leiomyosarcoma
SLR20	kidney	1064	ccle	carcinoma
SLR21	kidney	1065	ccle	carcinoma
SLR23	kidney	1066	ccle	carcinoma
SLR24	kidney	1067	ccle	carcinoma
SLR25	kidney	1068	ccle	carcinoma
SLR26	kidney	1069	ccle	carcinoma
SNB19	central_nervous_system	1072	ccle	glioma
SNB75		1073	public	
SNGM	endometrium	1074	ccle;public	carcinoma
SNU1	stomach	1075	ccle;public	carcinoma
SNU1033	large_intestine	1076	ccle;public	carcinoma
SNU1040	large_intestine	1077	ccle;public	carcinoma
SNU1041	upper_aerodigestive_tract	1078	ccle;public	carcinoma
SNU1066	upper_aerodigestive_tract	1079	ccle;public	carcinoma
SNU1076	upper_aerodigestive_tract	1080	ccle;public	carcinoma
SNU1077	endometrium	1081	ccle;public	carcinoma
SNU1079	biliary_tract	1082	ccle;public	carcinoma
SNU1105	central_nervous_system	1083	ccle;public	glioma
SNU119	ovary	1084	ccle;public	carcinoma
SNU1196	biliary_tract	1085	ccle;public	carcinoma
SNU1197	large_intestine	1086	ccle	carcinoma
SNU1214	upper_aerodigestive_tract	1087	ccle;public	carcinoma
SNU1272	kidney	1088	ccle;public	carcinoma
SNU16	stomach	1089	ccle;public	carcinoma
SNU175	large_intestine	1090	ccle;public	carcinoma
SNU182	liver	1091	ccle;public	carcinoma
SNU201	central_nervous_system	1092	ccle;public	glioma
SNU213	pancreas	1093	ccle;public	carcinoma
SNU216	stomach	1094	ccle;public	carcinoma
SNU245	biliary_tract	1095	ccle;public	carcinoma
SNU283	large_intestine	1096	ccle;public	carcinoma
SNU308	biliary_tract	1097	ccle;public	carcinoma
SNU324	pancreas	1098	ccle	carcinoma
SNU349	kidney	1099	ccle	carcinoma
SNU387	liver	1100	ccle;public	carcinoma
SNU398	liver	1101	ccle;public	carcinoma
SNU407	large_intestine	1102	ccle;public	carcinoma
SNU410	pancreas	1103	ccle;public	carcinoma
SNU423	liver	1104	ccle;public	carcinoma
SNU449	liver	1105	ccle;public	carcinoma
SNU46	upper_aerodigestive_tract	1106	ccle;public	carcinoma
SNU466	central_nervous_system	1107	ccle;public	glioma
SNU475	liver	1108	ccle;public	carcinoma
SNU478	biliary_tract	1109	ccle;public	carcinoma
SNU489	central_nervous_system	1110	ccle;public	glioma
SNU5	stomach	1111	ccle;public	carcinoma
SNU503	large_intestine	1112	ccle;public	carcinoma
SNU520	stomach	1113	ccle	carcinoma
SNU601	stomach	1114	ccle;public	carcinoma
SNU61	large_intestine	1115	ccle;public	carcinoma
SNU620	stomach	1116	ccle;public	carcinoma
SNU626	central_nervous_system	1117	ccle;public	glioma
SNU668	stomach	1118	ccle;public	carcinoma
SNU685	endometrium	1119	ccle;public	carcinoma
SNU719	stomach	1120	ccle;public	carcinoma
SNU738	central_nervous_system	1121	ccle;public	glioma
SNU761	liver	1122	ccle;public	carcinoma
SNU8	ovary	1123	ccle;public	carcinoma
SNU81	large_intestine	1124	ccle;public	carcinoma
SNU840	ovary	1125	ccle;public	carcinoma
SNU869	biliary_tract	1126	ccle;public	carcinoma
SNU878	liver	1127	ccle;public	carcinoma
SNU886	liver	1128	ccle;public	carcinoma
SNU899	upper_aerodigestive_tract	1129	ccle;public	carcinoma
SNUC1	large_intestine	1130	ccle;public	carcinoma
SNUC2A	large_intestine	1131	ccle;public	carcinoma
SNUC4	large_intestine	1133	ccle;public	carcinoma
SNUC5	large_intestine	1134	ccle;public	carcinoma
SQ1	lung	1135	ccle;public	carcinoma
SR786	haematopoietic_and_lymphoid_tissue	1136	ccle;public	lymphoid_neoplasm
ST486	haematopoietic_and_lymphoid_tissue	1137	ccle;public	lymphoid_neoplasm
SU8686	pancreas	1138	ccle;public	carcinoma
SUDHL1	haematopoietic_and_lymphoid_tissue	1139	ccle;public	lymphoid_neoplasm
SUDHL10	haematopoietic_and_lymphoid_tissue	1140	ccle;public	lymphoid_neoplasm
SUDHL4	haematopoietic_and_lymphoid_tissue	1141	ccle;public	lymphoid_neoplasm
SUDHL5	haematopoietic_and_lymphoid_tissue	1142	ccle;public	lymphoid_neoplasm
SUDHL6	haematopoietic_and_lymphoid_tissue	1143	ccle;public	lymphoid_neoplasm
SUDHL8	haematopoietic_and_lymphoid_tissue	1144	ccle;public	lymphoid_neoplasm
SUIT2	pancreas	1145	ccle;public	carcinoma
SUPB15	haematopoietic_and_lymphoid_tissue	1146	ccle;public	lymphoid_neoplasm
SUPHD1	haematopoietic_and_lymphoid_tissue	1147	ccle;public	lymphoid_neoplasm
SUPM2	haematopoietic_and_lymphoid_tissue	1148	ccle;public	lymphoid_neoplasm
SUPT1	haematopoietic_and_lymphoid_tissue	1149	ccle;public	lymphoid_neoplasm
SUPT11	haematopoietic_and_lymphoid_tissue	1150	ccle;public	lymphoid_neoplasm
SW1088	central_nervous_system	1151	ccle;public	glioma
SW1116	large_intestine	1152	ccle;public	carcinoma
SW1271	lung	1153	ccle;public	carcinoma
SW1353	bone	1154	ccle;public	chondrosarcoma
SW1417	large_intestine	1155	ccle;public	carcinoma
SW1463	large_intestine	1156	ccle;public	carcinoma
SW1573	lung	1157	ccle;public	carcinoma
SW1710	urinary_tract	1158	ccle;public	carcinoma
SW1783	central_nervous_system	1159	ccle;public	glioma
SW1990	pancreas	1160	ccle;public	carcinoma
SW403	large_intestine	1161	ccle;public	carcinoma
SW48	large_intestine	1162	ccle;public	carcinoma
SW480	large_intestine	1163	ccle	carcinoma
SW579	thyroid	1165	ccle;public	carcinoma
SW620	large_intestine	1166	ccle;public	carcinoma
SW780	urinary_tract	1167	ccle	carcinoma
SW837	large_intestine	1168	ccle;public	carcinoma
SW900	lung	1169	ccle	carcinoma
SW948	large_intestine	1170	ccle;public	carcinoma
T173	bone	1171	ccle	osteosarcoma
T24	urinary_tract	1172	ccle;public	carcinoma
T3M10	lung	1173	ccle;public	carcinoma
T3M4	pancreas	1174	ccle	carcinoma
T47D	breast	1175	ccle;public	carcinoma
T84	large_intestine	1176	ccle;public	carcinoma
T98G	central_nervous_system	1177	ccle;public	glioma
TALL1	haematopoietic_and_lymphoid_tissue	1178	ccle;public	lymphoid_neoplasm
TC32	bone	1179	ccle	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
TC71	bone	1180	ccle;public	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor
TCCPAN2	pancreas	1182	ccle;public	carcinoma
TCCSUP	urinary_tract	1183	ccle;public	carcinoma
TE1	oesophagus	1184	ccle;public	carcinoma
TE10	oesophagus	1185	ccle;public	carcinoma
TE11	oesophagus	1186	ccle;public	carcinoma
TE125T	soft_tissue	1187	ccle;public	rhabdomyosarcoma
TE14	oesophagus	1188	ccle;public	carcinoma
TE15	oesophagus	1189	ccle;public	carcinoma
TE159T	soft_tissue	1190	ccle	rhabdomyosarcoma
TE4	oesophagus	1191	ccle;public	carcinoma
TE441T	soft_tissue	1192	ccle;public	rhabdomyosarcoma
TE5	oesophagus	1193	ccle;public	carcinoma
TE6	oesophagus	1194	ccle;public	carcinoma
TE617T	soft_tissue	1195	ccle;public	rhabdomyosarcoma
TE8	oesophagus	1196	ccle;public	carcinoma
TE9	oesophagus	1197	ccle;public	carcinoma
TEN	endometrium	1198	ccle	carcinoma
TF1	haematopoietic_and_lymphoid_tissue	1199	ccle;public	haematopoietic_neoplasm
TGBC11TKB	stomach	1200	ccle	carcinoma
THP1	haematopoietic_and_lymphoid_tissue	1201	ccle;public	haematopoietic_neoplasm
TIG3TD	lung	1202	ccle	
TM31	central_nervous_system	1204	ccle;public	glioma
TO175T	haematopoietic_and_lymphoid_tissue	1205	ccle	lymphoid_neoplasm
TOLEDO	haematopoietic_and_lymphoid_tissue	1206	ccle;public	lymphoid_neoplasm
TOV112D	ovary	1208	ccle;public	carcinoma
TOV21G	ovary	1209	ccle;public	carcinoma
TT2609C02	thyroid	1210	ccle;public	carcinoma
TTOESOPHAGUS	oesophagus	1211	ccle	carcinoma
TTTHYROID	thyroid	1212	ccle;public	carcinoma
TUHR10TKB	kidney	1213	ccle;public	carcinoma
TUHR14TKB	kidney	1214	ccle;public	carcinoma
TUHR4TKB	kidney	1216	ccle;public	carcinoma
TYKNU	ovary	1217	ccle;public	carcinoma
U118MG	central_nervous_system	1218	ccle;public	glioma
U138MG	central_nervous_system	1220	ccle	glioma
U178	central_nervous_system	1221	ccle	glioma
U251MG	central_nervous_system	1223	ccle;public	glioma
U266B1	haematopoietic_and_lymphoid_tissue	1225	ccle;public	lymphoid_neoplasm
U2OS	bone	1226	ccle;public	osteosarcoma
U343	central_nervous_system	1227	ccle	glioma
U87MG	central_nervous_system	1230	ccle;public	glioma
U937	haematopoietic_and_lymphoid_tissue	1231	ccle;public	lymphoid_neoplasm
UACC257	skin	1232	ccle;public	malignant_melanoma
UACC62	skin	1233	ccle;public	malignant_melanoma
UACC812	breast	1234	ccle;public	carcinoma
UACC893	breast	1235	ccle	carcinoma
UBLC1	urinary_tract	1236	ccle;public	carcinoma
UMRC2	kidney	1239	ccle	carcinoma
UMRC6	kidney	1240	ccle	carcinoma
UMUC1	urinary_tract	1243	ccle;public	carcinoma
UMUC3	urinary_tract	1244	ccle;public	carcinoma
UO31		1245	public	
UOK101	kidney	1246	ccle	carcinoma
UT7	haematopoietic_and_lymphoid_tissue	1247	ccle	haematopoietic_neoplasm
VCAP	prostate	1249	ccle;public	carcinoma
VMCUB1	urinary_tract	1250	ccle;public	carcinoma
VMRCLCD	lung	1251	ccle;public	carcinoma
VMRCLCP	lung	1252	ccle	carcinoma
VMRCRCW	kidney	1253	ccle;public	carcinoma
VMRCRCZ	kidney	1254	ccle;public	carcinoma
WM115	skin	1255	ccle;public	malignant_melanoma
WM1799	skin	1256	ccle;public	malignant_melanoma
WM2664	skin	1260	ccle;public	malignant_melanoma
WM793	skin	1270	ccle;public	malignant_melanoma
WM88	skin	1271	ccle;public	malignant_melanoma
WM983B	skin	1273	ccle;public	malignant_melanoma
WSUDLCL2	haematopoietic_and_lymphoid_tissue	1274	ccle;public	lymphoid_neoplasm
YAPC	pancreas	1277	ccle;public	carcinoma
YD10B	upper_aerodigestive_tract	1278	ccle;public	carcinoma
YD15	salivary_gland	1279	ccle;public	carcinoma
YD38	upper_aerodigestive_tract	1280	ccle;public	carcinoma
YD8	upper_aerodigestive_tract	1281	ccle;public	carcinoma
YH13	central_nervous_system	1282	ccle;public	glioma
YKG1	central_nervous_system	1283	ccle;public	glioma
YMB1	breast	1284	ccle	carcinoma
ZR751	breast	1285	ccle;public	carcinoma
ZR7530	breast	1286	ccle;public	carcinoma
BT498		120597	collaborator	
NCIH1395	lung	127978	ccle;public	carcinoma
NCIH1666	lung	127983	ccle;public	carcinoma
NCIH1755	lung	127984	ccle;public	carcinoma
NCIH1975	lung	127985	ccle;public	carcinoma
NCIH2087	lung	127988	ccle;public	carcinoma
NCIH209	lung	127989	ccle;public	carcinoma
NCIH2122	lung	127990	ccle;public	carcinoma
NCIH23	lung	127991	ccle;public	carcinoma
NCIH358	lung	127997	ccle;public	carcinoma
NCIH441	lung	127999	ccle;public	carcinoma
NCIH446	lung	128000	ccle;public	carcinoma
NCIH460	lung	128001	ccle;public	carcinoma
NCIH508	large_intestine	128003	ccle;public	carcinoma
NCIH596	lung	128004	ccle;public	carcinoma
NCIH661	lung	128005	ccle;public	carcinoma
NCIH69	lung	128006	ccle;public	carcinoma
NCIH929	haematopoietic_and_lymphoid_tissue	128013	ccle;public	lymphoid_neoplasm
NCIN87	stomach	134841	ccle;public	carcinoma
NIHOVCAR3	ovary	135853	ccle	carcinoma
SW982		150887	collaborator	
NCIH28	pleura	155285	ccle;public	mesothelioma
NCIH82	lung	155288	ccle	carcinoma
NCIH146	lung	155292	ccle;public	carcinoma
NCIH196	lung	155294	ccle;public	carcinoma
NCIH211	lung	155295	ccle;public	carcinoma
NCIH226	lung	155297	ccle;public	carcinoma
NCIH322	lung	155305	ccle;public	carcinoma
NCIH510	lung	155322	ccle;public	carcinoma
NCIH520	lung	155324	ccle;public	carcinoma
NCIH522	lung	155325	ccle;public	carcinoma
NCIH524	lung	155326	ccle;public	carcinoma
NCIH526	lung	155327	ccle;public	carcinoma
NCIH647	lung	155339	ccle;public	carcinoma
NCIH650	lung	155340	ccle;public	carcinoma
NCIH660	prostate	155341	ccle;public	carcinoma
NCIH684	liver	155345	ccle	
NCIH716	large_intestine	155348	ccle;public	carcinoma
NCIH727	lung	155352	ccle;public	carcinoid_endocrine_tumor
NCIH747	large_intestine	155356	ccle;public	carcinoma
NCIH810	lung	155362	ccle;public	carcinoma
NCIH838	lung	155365	ccle;public	carcinoma
NCIH841	lung	155366	ccle;public	carcinoma
NCIH854	lung	155368	ccle;public	carcinoma
NCIH889	lung	155371	ccle;public	carcinoma
NCIH1048	lung	155380	ccle	carcinoma
NCIH1092	lung	155385	ccle;public	carcinoma
NCIH1105	lung	155387	ccle;public	carcinoma
NCIH1155	lung	155388	ccle;public	carcinoma
NCIH1184	lung	155390	ccle;public	carcinoma
NCIH1299	lung	155395	ccle;public	carcinoma
NCIH1339	lung	155399	ccle;public	carcinoma
NCIH1341	lung	155400	ccle;public	carcinoma
NCIH1355	lung	155401	ccle;public	carcinoma
NCIH1373	lung	155402	ccle;public	carcinoma
NCIH1385	lung	155404	ccle;public	carcinoma
NCIH1435	lung	155407	ccle;public	carcinoma
NCIH1436	lung	155408	ccle	carcinoma
NCIH1437	lung	155409	ccle	carcinoma
NCIH1563	lung	155421	ccle;public	carcinoma
NCIH1568	lung	155422	ccle;public	carcinoma
NCIH1573	lung	155424	ccle;public	carcinoma
NCIH1581	lung	155425	ccle;public	carcinoma
NCIH1618	lung	155429	ccle	carcinoma
NCIH1623	lung	155431	ccle;public	carcinoma
NCIH1648	lung	155433	ccle	carcinoma
NCIH1650	lung	155434	ccle;public	carcinoma
NCIH1651	lung	155435	ccle;public	carcinoma
NCIH1693	lung	155439	ccle;public	carcinoma
NCIH1694	lung	155440	ccle;public	carcinoma
NCIH1703	lung	155441	ccle;public	carcinoma
NCIH1734	lung	155445	ccle;public	carcinoma
NCIH1781	lung	155448	ccle;public	carcinoma
NCIH1792	lung	155450	ccle;public	carcinoma
NCIH1793	lung	155451	ccle;public	carcinoma
NCIH1836	lung	155454	ccle	carcinoma
NCIH1838	lung	155455	ccle;public	carcinoma
NCIH1869	lung	155456	ccle;public	carcinoma
NCIH1876	lung	155458	ccle	carcinoma
NCIH1915	lung	155463	ccle;public	carcinoma
NCIH1930	lung	155466	ccle	carcinoma
NCIH1944	lung	155467	ccle;public	carcinoma
NCIH1963	lung	155469	ccle	carcinoma
NCIH2009	lung	155476	ccle;public	carcinoma
NCIH2023	lung	155477	ccle;public	carcinoma
NCIH2029	lung	155479	ccle;public	carcinoma
NCIH2030	lung	155480	ccle;public	carcinoma
NCIH2052	pleura	155481	ccle;public	mesothelioma
NCIH2066	lung	155484	ccle	carcinoma
NCIH2073	lung	155485	ccle;public	carcinoma
NCIH2081	lung	155487	ccle;public	carcinoma
NCIH2085	lung	155488	ccle;public	carcinoma
NCIH2106	lung	155491	ccle;public	carcinoma
NCIH2110	lung	155493	ccle;public	carcinoma
NCIH2126	lung	155494	ccle;public	carcinoma
NCIH2141	lung	155496	ccle;public	carcinoma
NCIH2170	lung	155498	ccle;public	carcinoma
NCIH2171	lung	155499	ccle;public	carcinoma
NCIH2172	lung	155500	ccle;public	carcinoma
NCIH2196	lung	155502	ccle;public	carcinoma
NCIH2227	lung	155504	ccle	carcinoma
NCIH2228	lung	155505	ccle;public	carcinoma
NCIH2286	lung	155510	ccle;public	carcinoma
NCIH2291	lung	155511	ccle;public	carcinoma
NCIH2342	lung	155513	ccle;public	carcinoma
NCIH2347	lung	155514	ccle	carcinoma
NCIH2405	lung	155518	ccle;public	carcinoma
NCIH2444	lung	155519	ccle;public	carcinoma
NCIH2452	pleura	155520	ccle;public	mesothelioma
NCIH3255	lung	155524	ccle	carcinoma
BT232		155803	collaborator	
BT245		155804	collaborator	
BT271		155805	collaborator	
BT286		155806	collaborator	
BT320		155807	collaborator	
BT328		155808	collaborator	
BT330		155809	collaborator	
BT333		155810	collaborator	
BT340		155811	collaborator	
BT359		155812	collaborator	
BT416		155813	collaborator	
BT422		155814	collaborator	
BT428		155815	collaborator	
BT440		155816	collaborator	
BT444		155817	collaborator	
BT482		155818	collaborator	
BT504		155819	collaborator	
BT12		155820	collaborator	
BT16		155821	collaborator	
TM87-16		155822	collaborator	
2004		155823	collaborator	
TTC709		155824	collaborator	
ASKA		155825	collaborator	
YAMATO		155826	collaborator	
SYO1		155827	collaborator	
U-CH1		155841	collaborator	
